f1_micro,f1_macro,runtime,dataset,method,seed,overlap_ratio,num_clusters
0.8622386223862238,0.8460165971874319,1.1823668479919434,Cora,GraphSAGE,12,,
0.8683886838868389,0.8540634321443431,3.5859375,Cora,GAT,12,,
0.7359413202933985,0.7066771760619275,1.630030870437622,Cora,RandomPartition,12,1.0,14.0
0.8573185731857319,0.8445145425500454,2.1902453899383545,Cora,GCN,13,,
0.8474784747847478,0.8366408759935958,1.4737529754638672,Cora,GraphSAGE,13,,
0.8487084870848709,0.8402077864142711,3.8923847675323486,Cora,GAT,13,,
0.7228327228327228,0.6935099399991808,1.8482956886291504,Cora,RandomPartition,13,1.0,14.0
0.8622386223862238,0.8534363886571493,2.195730447769165,Cora,GCN,14,,
0.8622386223862238,0.8505260547038397,1.818793773651123,Cora,GraphSAGE,14,,
0.8708487084870848,0.8603215060063373,3.91567325592041,Cora,GAT,14,,
0.7518337408312958,0.7219635068669941,2.0424957275390625,Cora,RandomPartition,14,1.0,14.0
0.8733087330873309,0.86436610517318,5.16098165512085,Cora,GCN,15,,
0.8634686346863468,0.8523802875821571,6.181036949157715,Cora,GraphSAGE,15,,
0.8745387453874539,0.8655932804007932,7.650994539260864,Cora,GAT,15,,
0.7329268292682927,0.6988412265378294,5.101785898208618,Cora,RandomPartition,15,1.0,14.0
0.8708487084870848,0.8576816337878357,3.6415035724639893,Cora,GCN,16,,
0.8622386223862238,0.8477047589340607,1.9113028049468994,Cora,GraphSAGE,16,,
0.8819188191881919,0.8688680589067176,4.959843397140503,Cora,GAT,16,,
0.7457212713936431,0.7299941194971343,5.5357606410980225,Cora,RandomPartition,16,1.0,14.0
0.8560885608856088,0.8538552705584846,7.38352108001709,Cora,GCN,17,,
0.8536285362853628,0.8506450823274292,2.8016889095306396,Cora,GraphSAGE,17,,
0.8536285362853628,0.8502110833449203,4.444862127304077,Cora,GAT,17,,
0.726161369193154,0.7016307118942977,2.1162357330322266,Cora,RandomPartition,17,1.0,14.0
0.8634686346863468,0.8511556405929169,2.2824971675872803,Cora,GCN,18,,
0.8622386223862238,0.8543353853377892,1.7885339260101318,Cora,GraphSAGE,18,,
0.8634686346863468,0.8509305450492056,3.937934398651123,Cora,GAT,18,,
0.7432762836185819,0.7069678664835574,2.1769518852233887,Cora,RandomPartition,18,1.0,14.0
0.8819188191881919,0.8729679747080655,2.3568296432495117,Cora,GCN,19,,
0.8806888068880688,0.8724545867850972,1.6044433116912842,Cora,GraphSAGE,19,,
0.8634686346863468,0.8550770359363106,3.931065320968628,Cora,GAT,19,,
0.7277167277167277,0.7010131814690264,2.3423643112182617,Cora,RandomPartition,19,1.0,14.0
